0.0;2500;4900;11000;24000
6.0;2500;4900;11000;24000
87.0;2500;4900;11000;24000
99.8;2500;4900;11000;24000
105.0;2500;4900;11000;24000
110.0;2500;4900;11000;24000
161.0;2500;4900;11000;24000
220.0;2500;4900;11000;24000
227.0;2500;4900;11000;24000
299.25;2500;4900;11000;24000
308.23;2500;4900;11000;24000
315.0;2500;4900;11000;24000
341.0;2500;4900;11000;24000
343.0;2500;4900;11000;24000
346.95;2500;4900;11000;24000
350.0;2500;4900;11000;24000
356.56;2500;4900;11000;24000
359.0;2500;4900;11000;24000
364.0;2500;4900;11000;24000
367.0;2500;4900;11000;24000
369.25;2500;4900;11000;24000
380.0;2500;4900;11000;24000
395.0;2500;4900;11000;24000
400.0;2500;4900;11000;24000
402.0;2500;4900;11000;24000
403.0;2500;4900;11000;24000
420.0;2500;4900;11000;24000
423.0;2500;4900;11000;24000
428.0;2500;4900;11000;24000
430.0;2500;4900;11000;24000
432.0;2500;4900;11000;24000
434.0;2500;4900;11000;24000
438.0;2500;4900;11000;24000
439.0;2500;4900;11000;24000
441.13;2500;4900;11000;24000
444.0;2500;4900;11000;24000
446.03;2500;4900;11000;24000
450.0;2500;4900;11000;24000
452.5;2500;4900;11000;24000
452.75;2500;4900;11000;24000
454.0;2500;4900;11000;24000
456.0;2500;4900;11000;24000
458.0;2500;4900;11000;24000
459.0;2500;4900;11000;24000
470.5;2500;4900;11000;24000
473.55;2500;4900;11000;24000
476.0;2500;4900;11000;24000
479.0;2500;4900;11000;24000
480.9;2500;4900;11000;24000
482.0;2500;4900;11000;24000
484.0;2500;4900;11000;24000
490.63;2500;4900;11000;24000
492.0;2500;4900;11000;24000
495.33;2500;4900;11000;24000
500.0;2500;4900;11000;24000
501.25;2500;4900;11000;24000
520.0;2500;4900;11000;24000
527.5;2500;4900;11000;24000
530.8;2500;4900;11000;24000
531.0;2500;4900;11000;24000
533.0;2500;4900;11000;24000
539.41;2500;4900;11000;24000
540.0;2500;4900;11000;24000
550.0;2500;4900;11000;24000
552.0;2500;4900;11000;24000
553.4;2500;4900;11000;24000
554.4;2500;4900;11000;24000
558.5;2500;4900;11000;24000
561.0;2500;4900;11000;24000
562.0;2500;4900;11000;24000
565.75;2500;4900;11000;24000
568.0;2500;4900;11000;24000
570.0;2500;4900;11000;24000
575.0;2500;4900;11000;24000
577.0;2500;4900;11000;24000
577.5;2500;4900;11000;24000
578.51;2500;4900;11000;24000
579.0;2500;4900;11000;24000
580.0;2500;4900;11000;24000
581.7;2500;4900;11000;24000
582.0;2500;4900;11000;24000
582.1;2500;4900;11000;24000
583.88;2500;4900;11000;24000
590.0;2500;4900;11000;24000
591.0;2500;4900;11000;24000
592.0;2500;4900;11000;24000
593.0;2500;4900;11000;24000
598.5;2500;4900;11000;24000
599.15;2500;4900;11000;24000
602.0;2500;4900;11000;24000
603.75;2500;4900;11000;24000
605.0;2500;4900;11000;24000
606.0;2500;4900;11000;24000
611.0;2500;4900;11000;24000
614.0;2500;4900;11000;24000
616.0;2500;4900;11000;24000
616.46;2500;4900;11000;24000
619.0;2500;4900;11000;24000
619.97;2500;4900;11000;24000
620.0;2500;4900;11000;24000
621.0;2500;4900;11000;24000
622.0;2500;4900;11000;24000
624.0;2500;4900;11000;24000
626.0;2500;4900;11000;24000
630.0;2500;4900;11000;24000
633.0;2500;4900;11000;24000
639.17;2500;4900;11000;24000
642.9;2500;4900;11000;24000
644.0;2500;4900;11000;24000
645.0;2500;4900;11000;24000
646.0;2500;4900;11000;24000
646.88;2500;4900;11000;24000
650.0;2500;4900;11000;24000
652.0;2500;4900;11000;24000
653.09;2500;4900;11000;24000
658.97;2500;4900;11000;24000
662.4;2500;4900;11000;24000
663.0;2500;4900;11000;24000
665.0;2500;4900;11000;24000
667.25;2500;4900;11000;24000
670.0;2500;4900;11000;24000
674.0;2500;4900;11000;24000
676.5;2500;4900;11000;24000
678.0;2500;4900;11000;24000
679.0;2500;4900;11000;24000
680.0;2500;4900;11000;24000
682.0;2500;4900;11000;24000
686.0;2500;4900;11000;24000
691.0;2500;4900;11000;24000
691.94;2500;4900;11000;24000
693.9;2500;4900;11000;24000
695.0;2500;4900;11000;24000
696.0;2500;4900;11000;24000
699.0;2500;4900;11000;24000
700.0;2500;4900;11000;24000
701.0;2500;4900;11000;24000
704.0;2500;4900;11000;24000
706.0;2500;4900;11000;24000
709.83;2500;4900;11000;24000
710.0;2500;4900;11000;24000
712.0;2500;4900;11000;24000
713.12;2500;4900;11000;24000
718.0;2500;4900;11000;24000
720.0;2500;4900;11000;24000
723.0;2500;4900;11000;24000
724.0;2500;4900;11000;24000
725.0;2500;4900;11000;24000
726.88;2500;4900;11000;24000
728.0;2500;4900;11000;24000
729.0;2500;4900;11000;24000
730.0;2500;4900;11000;24000
730.02;2500;4900;11000;24000
734.0;2500;4900;11000;24000
735.0;2500;4900;11000;24000
736.92;2500;4900;11000;24000
738.5;2500;4900;11000;24000
741.52;2500;4900;11000;24000
746.0;2500;4900;11000;24000
746.5;2500;4900;11000;24000
747.0;2500;4900;11000;24000
750.0;2500;4900;11000;24000
753.0;2500;4900;11000;24000
753.25;2500;4900;11000;24000
754.0;2500;4900;11000;24000
755.0;2500;4900;11000;24000
755.4;2500;4900;11000;24000
755.55;2500;4900;11000;24000
757.81;2500;4900;11000;24000
758.0;2500;4900;11000;24000
759.0;2500;4900;11000;24000
759.22;2500;4900;11000;24000
760.0;2500;4900;11000;24000
761.0;2500;4900;11000;24000
761.81;2500;4900;11000;24000
763.93;2500;4900;11000;24000
765.0;2500;4900;11000;24000
770.0;2500;4900;11000;24000
775.0;2500;4900;11000;24000
775.1;2500;4900;11000;24000
775.98;2500;4900;11000;24000
776.0;2500;4900;11000;24000
778.22;2500;4900;11000;24000
780.0;2500;4900;11000;24000
785.62;2500;4900;11000;24000
787.0;2500;4900;11000;24000
789.59;2500;4900;11000;24000
790.0;2500;4900;11000;24000
790.56;2500;4900;11000;24000
790.6;2500;4900;11000;24000
791.0;2500;4900;11000;24000
797.0;2500;4900;11000;24000
798.0;2500;4900;11000;24000
800.0;2500;4900;11000;24000
801.25;2500;4900;11000;24000
802.5;2500;4900;11000;24000
804.0;2500;4900;11000;24000
806.0;2500;4900;11000;24000
810.0;2500;4900;11000;24000
