0.0;2500;4900;11000;24000
69.06;2500;4900;11000;24000
172.25;2500;4900;11000;24000
203.5;2500;4900;11000;24000
245.65;2500;4900;11000;24000
304.52;2500;4900;11000;24000
309.27;2500;4900;11000;24000
337.0;2500;4900;11000;24000
341.0;2500;4900;11000;24000
402.0;2500;4900;11000;24000
403.0;2500;4900;11000;24000
449.1;2500;4900;11000;24000
454.0;2500;4900;11000;24000
468.89;2500;4900;11000;24000
482.0;2500;4900;11000;24000
524.0;2500;4900;11000;24000
529.4;2500;4900;11000;24000
552.75;2500;4900;11000;24000
562.5;2500;4900;11000;24000
568.0;2500;4900;11000;24000
572.7;2500;4900;11000;24000
579.0;2500;4900;11000;24000
581.7;2500;4900;11000;24000
587.03;2500;4900;11000;24000
601.81;2500;4900;11000;24000
602.25;2500;4900;11000;24000
606.0;2500;4900;11000;24000
609.45;2500;4900;11000;24000
615.14;2500;4900;11000;24000
630.41;2500;4900;11000;24000
633.6;2500;4900;11000;24000
633.88;2500;4900;11000;24000
636.98;2500;4900;11000;24000
642.81;2500;4900;11000;24000
643.0;2500;4900;11000;24000
652.23;2500;4900;11000;24000
655.45;2500;4900;11000;24000
665.8;2500;4900;11000;24000
675.25;2500;4900;11000;24000
677.45;2500;4900;11000;24000
680.31;2500;4900;11000;24000
682.75;2500;4900;11000;24000
689.0;2500;4900;11000;24000
700.05;2500;4900;11000;24000
707.0;2500;4900;11000;24000
707.45;2500;4900;11000;24000
717.9;2500;4900;11000;24000
720.0;2500;4900;11000;24000
721.85;2500;4900;11000;24000
730.0;2500;4900;11000;24000
732.14;2500;4900;11000;24000
741.16;2500;4900;11000;24000
744.89;2500;4900;11000;24000
746.0;2500;4900;11000;24000
746.7;2500;4900;11000;24000
746.74;2500;4900;11000;24000
750.0;2500;4900;11000;24000
752.55;2500;4900;11000;24000
756.8;2500;4900;11000;24000
761.0;2500;4900;11000;24000
761.03;2500;4900;11000;24000
763.59;2500;4900;11000;24000
764.64;2500;4900;11000;24000
769.63;2500;4900;11000;24000
773.0;2500;4900;11000;24000
774.37;2500;4900;11000;24000
778.71;2500;4900;11000;24000
790.15;2500;4900;11000;24000
791.89;2500;4900;11000;24000
791.93;2500;4900;11000;24000
794.25;2500;4900;11000;24000
799.65;2500;4900;11000;24000
800.0;2500;4900;11000;24000
803.11;2500;4900;11000;24000
811.34;2500;4900;11000;24000
812.34;2500;4900;11000;24000
813.15;2500;4900;11000;24000
814.79;2500;4900;11000;24000
814.95;2500;4900;11000;24000
815.25;2500;4900;11000;24000
816.0;2500;4900;11000;24000
819.55;2500;4900;11000;24000
820.88;2500;4900;11000;24000
821.37;2500;4900;11000;24000
822.88;2500;4900;11000;24000
825.52;2500;4900;11000;24000
834.0;2500;4900;11000;24000
837.75;2500;4900;11000;24000
843.36;2500;4900;11000;24000
843.68;2500;4900;11000;24000
845.54;2500;4900;11000;24000
853.25;2500;4900;11000;24000
858.5;2500;4900;11000;24000
859.0;2500;4900;11000;24000
871.0;2500;4900;11000;24000
878.0;2500;4900;11000;24000
878.44;2500;4900;11000;24000
881.12;2500;4900;11000;24000
882.0;2500;4900;11000;24000
883.65;2500;4900;11000;24000
884.0;2500;4900;11000;24000
885.58;2500;4900;11000;24000
887.17;2500;4900;11000;24000
889.9;2500;4900;11000;24000
894.15;2500;4900;11000;24000
894.24;2500;4900;11000;24000
894.49;2500;4900;11000;24000
894.51;2500;4900;11000;24000
898.09;2500;4900;11000;24000
900.0;2500;4900;11000;24000
902.95;2500;4900;11000;24000
903.0;2500;4900;11000;24000
908.0;2500;4900;11000;24000
910.37;2500;4900;11000;24000
911.0;2500;4900;11000;24000
912.0;2500;4900;11000;24000
915.25;2500;4900;11000;24000
922.19;2500;4900;11000;24000
