0.0;0.0;*
22.0;3076.0;*
23.0;3076.0;*
44.0;3076.0;*
46.0;3076.0;*
66.0;3076.0;*
69.0;3076.0;*
88.0;3076.0;*
92.0;3076.0;*
100.0;3076.0;*
110.0;3076.0;*
115.0;3076.0;*
154.0;3076.0;*
161.0;3076.0;*
180.0;3076.0;*
184.0;3076.0;*
200.0;3076.0;*
280.0;3076.0;*
300.0;3076.0;*
320.0;3076.0;*
340.0;3076.0;*
341.0;3076.0;*
343.0;3076.0;*
400.0;3076.0;*
500.0;3076.0;*
620.0;3076.0;*
640.0;3076.0;*
678.0;3076.0;*
682.0;3076.0;*
686.0;3076.0;*
700.0;3076.0;*
730.0;3076.0;*
738.0;3076.0;*
746.0;3076.0;*
800.0;3076.0;*
806.0;3076.0;*
868.0;3076.0;*
874.0;3076.0;*
960.0;3076.0;*
962.0;3076.0;*
1023.0;3076.0;*
1025.0;3076.0;*
1050.0;3076.0;*
1052.0;3076.0;*
109.32;3076.0;*
1120.0;3076.0;*
1200.0;3076.0;*
1236.0;3076.0;*
1300.0;3076.0;*
1325.0;3076.0;*
1417.5;3076.0;*
1440.0;3076.0;*
1460.0;3076.0;*
1493.0;3076.0;*
1494.0;3076.0;*
1538.0;3076.0;*
1548.0;3076.0;*
1600.0;3076.0;*
1661.0;3076.0;*
1700.0;3076.0;*
1748.0;3076.0;*
1757.0;3076.0;*
1815.0;3076.0;*
1881.0;3076.0;*
1882.0;3076.0;*
1898.0;3076.0;*
1947.0;3076.0;*
1966.0;3076.0;*
2000.0;3076.0;*
2013.0;3076.0;*
2050.0;3076.0;*
2051.0;3076.0;*
2100.0;3076.0;*
2101.0;3076.0;*
2106.0;3076.0;*
2190.0;3076.0;*
2200.0;3076.0;*
2239.0;3076.0;*
2240.0;3076.0;*
2241.0;3076.0;*
2400.0;3076.0;*
2407.0;3076.0;*
2412.0;3076.0;*
2472.0;3076.0;*
2580.0;3076.0;*
2600.0;3076.0;*
2622.0;3076.0;*
2650.0;3076.0;*
2720.0;3076.0;*
2756.0;3076.0;*
2798.0;3076.0;*
2800.0;3076.0;*
2880.0;3076.0;*
2900.0;3076.0;*
2920.0;3076.0;*
2925.0;3076.0;*
2932.0;3076.0;*
3075.0;3076.0;*
3076.0;3076.0;*
3078.0;3076.0;*
3100.0;3076.0;*
3125.0;3076.0;*
3130.0;3076.0;*
3150.0;3076.0;*
3159.0;3076.0;*
3200.0;3076.0;*
3206.0;3076.0;*
3301.0;3076.0;*
3364.0;3076.0;*
3420.0;3076.0;*
3496.0;3076.0;*
3600.0;3076.0;*
3630.0;3076.0;*
3638.0;3076.0;*
3650.0;3076.0;*
3708.0;3076.0;*
3732.0;3076.0;*
3735.0;3076.0;*
3750.0;3076.0;*
3764.0;3076.0;*
3796.0;3076.0;*
3800.0;3076.0;*
3825.0;3076.0;*
3900.0;3076.0;*
3915.0;3076.0;*
3950.0;3076.0;*
3975.0;3076.0;*
4000.0;3076.0;*
4039.0;3076.0;*
4069.0;3076.0;*
4100.0;3076.0;*
4140.0;3076.0;*
4160.0;3076.0;*
4175.0;3076.0;*
4200.0;3076.0;*
4202.0;3076.0;*
4354.0;3076.0;*
4370.0;3076.0;*
4380.0;3076.0;*
4398.0;3076.0;*
4400.0;3076.0;*
4479.0;3076.0;*
4480.0;3076.0;*
4614.0;3076.0;*
4618.0;3076.0;*
4638.0;3076.0;*
4662.0;3076.0;*
4800.0;3076.0;*
4932.0;3076.0;*
4944.0;3076.0;*
4958.0;3076.0;*
5000.0;3076.0;*
5021.0;3076.0;*
5110.0;3076.0;*
5125.0;3076.0;*
5168.0;3076.0;*
5175.0;3076.0;*
5200.0;3076.0;*
5225.0;3076.0;*
5244.0;3076.0;*
5285.0;3076.0;*
5300.0;3076.0;*
5392.0;3076.0;*
5440.0;3076.0;*
5560.0;3076.0;*
5600.0;3076.0;*
5640.0;3076.0;*
5646.0;3076.0;*
5694.0;3076.0;*
5800.0;3076.0;*
5840.0;3076.0;*
5883.0;3076.0;*
5898.0;3076.0;*
5900.0;3076.0;*
5972.0;3076.0;*
5979.0;3076.0;*
6039.0;3076.0;*
6118.0;3076.0;*
6120.0;3076.0;*
6122.0;3076.0;*
6150.0;3076.0;*
6152.0;3076.0;*
6165.0;3076.0;*
6250.0;3076.0;*
6362.0;3076.0;*
6404.0;3076.0;*
