0.0;2992.30;3616.00;*
6.0;2992.30;3616.00;*
87.0;2992.30;3616.00;*
99.8;2992.30;3616.00;*
105.0;2992.30;3616.00;*
110.0;2992.30;3616.00;*
161.0;2992.30;3616.00;*
220.0;2992.30;3616.00;*
227.0;2992.30;3616.00;*
299.25;2992.30;3616.00;*
308.23;2992.30;3616.00;*
315.0;2992.30;3616.00;*
341.0;2992.30;3616.00;*
343.0;2992.30;3616.00;*
346.95;2992.30;3616.00;*
350.0;2992.30;3616.00;*
356.56;2992.30;3616.00;*
359.0;2992.30;3616.00;*
364.0;2992.30;3616.00;*
367.0;2992.30;3616.00;*
369.25;2992.30;3616.00;*
380.0;2992.30;3616.00;*
395.0;2992.30;3616.00;*
400.0;2992.30;3616.00;*
402.0;2992.30;3616.00;*
403.0;2992.30;3616.00;*
420.0;2992.30;3616.00;*
423.0;2992.30;3616.00;*
428.0;2992.30;3616.00;*
430.0;2992.30;3616.00;*
432.0;2992.30;3616.00;*
434.0;2992.30;3616.00;*
438.0;2992.30;3616.00;*
439.0;2992.30;3616.00;*
441.13;2992.30;3616.00;*
444.0;2992.30;3616.00;*
446.03;2992.30;3616.00;*
450.0;2992.30;3616.00;*
452.5;2992.30;3616.00;*
452.75;2992.30;3616.00;*
454.0;2992.30;3616.00;*
456.0;2992.30;3616.00;*
458.0;2992.30;3616.00;*
459.0;2992.30;3616.00;*
470.5;2992.30;3616.00;*
473.55;2992.30;3616.00;*
476.0;2992.30;3616.00;*
479.0;2992.30;3616.00;*
480.9;2992.30;3616.00;*
482.0;2992.30;3616.00;*
484.0;2992.30;3616.00;*
490.63;2992.30;3616.00;*
492.0;2992.30;3616.00;*
495.33;2992.30;3616.00;*
500.0;2992.30;3616.00;*
501.25;2992.30;3616.00;*
520.0;2992.30;3616.00;*
527.5;2992.30;3616.00;*
530.8;2992.30;3616.00;*
531.0;2992.30;3616.00;*
533.0;2992.30;3616.00;*
539.41;2992.30;3616.00;*
540.0;2992.30;3616.00;*
550.0;2992.30;3616.00;*
552.0;2992.30;3616.00;*
553.4;2992.30;3616.00;*
554.4;2992.30;3616.00;*
558.5;2992.30;3616.00;*
561.0;2992.30;3616.00;*
562.0;2992.30;3616.00;*
565.75;2992.30;3616.00;*
568.0;2992.30;3616.00;*
570.0;2992.30;3616.00;*
575.0;2992.30;3616.00;*
577.0;2992.30;3616.00;*
577.5;2992.30;3616.00;*
578.51;2992.30;3616.00;*
579.0;2992.30;3616.00;*
580.0;2992.30;3616.00;*
581.7;2992.30;3616.00;*
582.0;2992.30;3616.00;*
582.1;2992.30;3616.00;*
583.88;2992.30;3616.00;*
590.0;2992.30;3616.00;*
591.0;2992.30;3616.00;*
592.0;2992.30;3616.00;*
593.0;2992.30;3616.00;*
598.5;2992.30;3616.00;*
599.15;2992.30;3616.00;*
602.0;2992.30;3616.00;*
603.75;2992.30;3616.00;*
605.0;2992.30;3616.00;*
606.0;2992.30;3616.00;*
611.0;2992.30;3616.00;*
614.0;2992.30;3616.00;*
616.0;2992.30;3616.00;*
616.46;2992.30;3616.00;*
619.0;2992.30;3616.00;*
619.97;2992.30;3616.00;*
620.0;2992.30;3616.00;*
621.0;2992.30;3616.00;*
622.0;2992.30;3616.00;*
624.0;2992.30;3616.00;*
626.0;2992.30;3616.00;*
630.0;2992.30;3616.00;*
633.0;2992.30;3616.00;*
639.17;2992.30;3616.00;*
642.9;2992.30;3616.00;*
644.0;2992.30;3616.00;*
645.0;2992.30;3616.00;*
646.0;2992.30;3616.00;*
646.88;2992.30;3616.00;*
650.0;2992.30;3616.00;*
652.0;2992.30;3616.00;*
653.09;2992.30;3616.00;*
658.97;2992.30;3616.00;*
662.4;2992.30;3616.00;*
