0.0;0.0;*
0.02;9331.89;*
0.03;9331.89;*
0.04;9331.89;*
0.6;9331.89;*
3.0;9331.89;*
4.0;9331.89;*
4.7;9331.89;*
5.0;9331.89;*
8.0;9331.89;*
9.0;9331.89;*
10.0;9331.89;*
11.0;9331.89;*
13.0;9331.89;*
14.6;9331.89;*
16.0;9331.89;*
17.0;9331.89;*
20.0;9331.89;*
20.1;9331.89;*
21.0;9331.89;*
23.0;9331.89;*
24.0;9331.89;*
25.0;9331.89;*
26.0;9331.89;*
30.0;9331.89;*
31.0;9331.89;*
32.0;9331.89;*
34.0;9331.89;*
35.0;9331.89;*
38.0;9331.89;*
39.0;9331.89;*
40.0;9331.89;*
42.0;9331.89;*
45.0;9331.89;*
48.0;9331.89;*
50.0;9331.89;*
51.0;9331.89;*
53.0;9331.89;*
54.0;9331.89;*
56.0;9331.89;*
56.2;9331.89;*
58.5;9331.89;*
59.0;9331.89;*
60.0;9331.89;*
61.0;9331.89;*
62.0;9331.89;*
64.0;9331.89;*
68.0;9331.89;*
69.0;9331.89;*
70.0;9331.89;*
71.0;9331.89;*
72.0;9331.89;*
74.0;9331.89;*
75.0;9331.89;*
76.0;9331.89;*
78.0;9331.89;*
79.0;9331.89;*
80.0;9331.89;*
83.5;9331.89;*
90.0;9331.89;*
91.0;9331.89;*
93.0;9331.89;*
96.0;9331.89;*
97.0;9331.89;*
99.0;9331.89;*
101.0;9331.89;*
101.5;9331.89;*
103.6;9331.89;*
104.0;9331.89;*
107.0;9331.89;*
108.7;9331.89;*
109.0;9331.89;*
112.0;9331.89;*
113.0;9331.89;*
114.0;9331.89;*
115.0;9331.89;*
116.0;9331.89;*
118.0;9331.89;*
120.0;9331.89;*
121.0;9331.89;*
124.0;9331.89;*
124.5;9331.89;*
127.0;9331.89;*
128.0;9331.89;*
132.0;9331.89;*
133.0;9331.89;*
135.0;9331.89;*
136.0;9331.89;*
138.0;9331.89;*
138.4;9331.89;*
140.0;9331.89;*
144.0;9331.89;*
14.65;9331.89;*
148.0;9331.89;*
149.0;9331.89;*
153.0;9331.89;*
154.0;9331.89;*
155.0;9331.89;*
155.3;9331.89;*
160.0;9331.89;*
161.0;9331.89;*
163.0;9331.89;*
164.5;9331.89;*
165.5;9331.89;*
166.0;9331.89;*
168.5;9331.89;*
171.0;9331.89;*
172.0;9331.89;*
174.1;9331.89;*
177.0;9331.89;*
179.0;9331.89;*
184.0;9331.89;*
185.0;9331.89;*
187.0;9331.89;*
190.0;9331.89;*
191.0;9331.89;*
192.0;9331.89;*
195.0;9331.89;*
196.0;9331.89;*
197.0;9331.89;*
198.0;9331.89;*
199.0;9331.89;*
200.0;9331.89;*
202.0;9331.89;*
202.5;9331.89;*
206.5;9331.89;*
210.0;9331.89;*
215.3;9331.89;*
217.0;9331.89;*
220.5;9331.89;*
221.0;9331.89;*
222.0;9331.89;*
223.0;9331.89;*
225.0;9331.89;*
226.0;9331.89;*
226.5;9331.89;*
226.8;9331.89;*
231.0;9331.89;*
232.0;9331.89;*
233.0;9331.89;*
234.0;9331.89;*
235.0;9331.89;*
236.0;9331.89;*
24.15;9331.89;*
247.0;9331.89;*
248.0;9331.89;*
248.5;9331.89;*
24.85;9331.89;*
249.0;9331.89;*
256.0;9331.89;*
261.0;9331.89;*
27.05;9331.89;*
271.0;9331.89;*
272.0;9331.89;*
276.5;9331.89;*
280.0;9331.89;*
293.0;9331.89;*
294.0;9331.89;*
294.5;9331.89;*
296.0;9331.89;*
298.0;9331.89;*
299.0;9331.89;*
303.0;9331.89;*
303.2;9331.89;*
307.0;9331.89;*
309.0;9331.89;*
311.0;9331.89;*
312.5;9331.89;*
319.0;9331.89;*
323.0;9331.89;*
332.0;9331.89;*
333.0;9331.89;*
336.0;9331.89;*
340.0;9331.89;*
358.0;9331.89;*
372.0;9331.89;*
389.0;9331.89;*
395.0;9331.89;*
398.0;9331.89;*
400.0;9331.89;*
401.0;9331.89;*
404.9;9331.89;*
442.0;9331.89;*
445.0;9331.89;*
466.0;9331.89;*
483.0;9331.89;*
486.5;9331.89;*
497.0;9331.89;*
498.0;9331.89;*
499.0;9331.89;*
500.0;9331.89;*
502.0;9331.89;*
509.0;9331.89;*
512.5;9331.89;*
518.0;9331.89;*
519.0;9331.89;*
527.0;9331.89;*
540.0;9331.89;*
549.0;9331.89;*
560.0;9331.89;*
582.0;9331.89;*
592.0;9331.89;*
596.0;9331.89;*
603.0;9331.89;*
651.0;9331.89;*
672.0;9331.89;*
680.0;9331.89;*
694.5;9331.89;*
769.5;9331.89;*
802.0;9331.89;*
807.0;9331.89;*
895.5;9331.89;*
92.05;9331.89;*
995.0;9331.89;*
999.1;9331.89;*
1014.5;9331.89;*
1015.0;9331.89;*
1055.0;9331.89;*
1059.0;9331.89;*
1147.0;9331.89;*
1202.0;9331.89;*
1288.0;9331.89;*
1292.0;9331.89;*
1296.5;9331.89;*
1338.0;9331.89;*
1356.0;9331.89;*
1396.0;9331.89;*
1409.0;9331.89;*
1447.0;9331.89;*
146.35;9331.89;*
1510.0;9331.89;*
1553.5;9331.89;*
1555.0;9331.89;*
1584.0;9331.89;*
1756.0;9331.89;*
1772.5;9331.89;*
1917.0;9331.89;*
2087.5;9331.89;*
2337.0;9331.89;*
2339.0;9331.89;*
236.95;9331.89;*
2450.0;9331.89;*
2466.5;9331.89;*
254.39;9331.89;*
2631.0;9331.89;*
2672.0;9331.89;*
274.14;9331.89;*
2791.0;9331.89;*
2817.5;9331.89;*
2836.0;9331.89;*
2885.0;9331.89;*
2974.0;9331.89;*
2980.0;9331.89;*
299.85;9331.89;*
2999.0;9331.89;*
3016.5;9331.89;*
3145.0;9331.89;*
3169.0;9331.89;*
3207.0;9331.89;*
3217.5;9331.89;*
3274.0;9331.89;*
3304.0;9331.89;*
3306.0;9331.89;*
