0.0;0.0;*
22.0;]0.0, 412751];*
23.0;]0.0, 412751];*
44.0;]0.0, 412751];*
46.0;]0.0, 412751];*
66.0;]0.0, 412751];*
69.0;]0.0, 412751];*
88.0;]0.0, 412751];*
92.0;]0.0, 412751];*
100.0;]0.0, 412751];*
110.0;]0.0, 412751];*
115.0;]0.0, 412751];*
154.0;]0.0, 412751];*
161.0;]0.0, 412751];*
180.0;]0.0, 412751];*
184.0;]0.0, 412751];*
200.0;]0.0, 412751];*
280.0;]0.0, 412751];*
300.0;]0.0, 412751];*
320.0;]0.0, 412751];*
340.0;]0.0, 412751];*
341.0;]0.0, 412751];*
343.0;]0.0, 412751];*
400.0;]0.0, 412751];*
500.0;]0.0, 412751];*
620.0;]0.0, 412751];*
640.0;]0.0, 412751];*
678.0;]0.0, 412751];*
682.0;]0.0, 412751];*
686.0;]0.0, 412751];*
700.0;]0.0, 412751];*
730.0;]0.0, 412751];*
738.0;]0.0, 412751];*
746.0;]0.0, 412751];*
800.0;]0.0, 412751];*
806.0;]0.0, 412751];*
868.0;]0.0, 412751];*
874.0;]0.0, 412751];*
960.0;]0.0, 412751];*
962.0;]0.0, 412751];*
1023.0;]0.0, 412751];*
1025.0;]0.0, 412751];*
1050.0;]0.0, 412751];*
1052.0;]0.0, 412751];*
109.32;]0.0, 412751];*
1120.0;]0.0, 412751];*
1200.0;]0.0, 412751];*
1236.0;]0.0, 412751];*
1300.0;]0.0, 412751];*
1325.0;]0.0, 412751];*
1417.5;]0.0, 412751];*
1440.0;]0.0, 412751];*
1460.0;]0.0, 412751];*
1493.0;]0.0, 412751];*
1494.0;]0.0, 412751];*
1538.0;]0.0, 412751];*
1548.0;]0.0, 412751];*
1600.0;]0.0, 412751];*
1661.0;]0.0, 412751];*
1700.0;]0.0, 412751];*
1748.0;]0.0, 412751];*
1757.0;]0.0, 412751];*
1815.0;]0.0, 412751];*
1881.0;]0.0, 412751];*
1882.0;]0.0, 412751];*
1898.0;]0.0, 412751];*
1947.0;]0.0, 412751];*
1966.0;]0.0, 412751];*
2000.0;]0.0, 412751];*
2013.0;]0.0, 412751];*
2050.0;]0.0, 412751];*
2051.0;]0.0, 412751];*
2100.0;]0.0, 412751];*
2101.0;]0.0, 412751];*
2106.0;]0.0, 412751];*
2190.0;]0.0, 412751];*
2200.0;]0.0, 412751];*
2239.0;]0.0, 412751];*
2240.0;]0.0, 412751];*
2241.0;]0.0, 412751];*
2400.0;]0.0, 412751];*
2407.0;]0.0, 412751];*
2412.0;]0.0, 412751];*
2472.0;]0.0, 412751];*
2580.0;]0.0, 412751];*
2600.0;]0.0, 412751];*
2622.0;]0.0, 412751];*
2650.0;]0.0, 412751];*
2720.0;]0.0, 412751];*
2756.0;]0.0, 412751];*
2798.0;]0.0, 412751];*
2800.0;]0.0, 412751];*
2880.0;]0.0, 412751];*
2900.0;]0.0, 412751];*
2920.0;]0.0, 412751];*
2925.0;]0.0, 412751];*
2932.0;]0.0, 412751];*
3075.0;]0.0, 412751];*
3076.0;]0.0, 412751];*
3078.0;]0.0, 412751];*
3100.0;]0.0, 412751];*
3125.0;]0.0, 412751];*
3130.0;]0.0, 412751];*
3150.0;]0.0, 412751];*
3159.0;]0.0, 412751];*
3200.0;]0.0, 412751];*
3206.0;]0.0, 412751];*
3301.0;]0.0, 412751];*
3364.0;]0.0, 412751];*
3420.0;]0.0, 412751];*
3496.0;]0.0, 412751];*
3600.0;]0.0, 412751];*
3630.0;]0.0, 412751];*
3638.0;]0.0, 412751];*
3650.0;]0.0, 412751];*
3708.0;]0.0, 412751];*
3732.0;]0.0, 412751];*
3735.0;]0.0, 412751];*
3750.0;]0.0, 412751];*
3764.0;]0.0, 412751];*
3796.0;]0.0, 412751];*
3800.0;]0.0, 412751];*
3825.0;]0.0, 412751];*
3900.0;]0.0, 412751];*
3915.0;]0.0, 412751];*
3950.0;]0.0, 412751];*
3975.0;]0.0, 412751];*
4000.0;]0.0, 412751];*
4039.0;]0.0, 412751];*
4069.0;]0.0, 412751];*
4100.0;]0.0, 412751];*
