0.0;[0.0, 10000.0[;[0.0, 25000.0[;*
2.0;[0.0, 10000.0[;[0.0, 25000.0[;*
4.0;[0.0, 10000.0[;[0.0, 25000.0[;*
14.0;[0.0, 10000.0[;[0.0, 25000.0[;*
16.0;[0.0, 10000.0[;[0.0, 25000.0[;*
19.5;[0.0, 10000.0[;[0.0, 25000.0[;*
20.0;[0.0, 10000.0[;[0.0, 25000.0[;*
21.0;[0.0, 10000.0[;[0.0, 25000.0[;*
25.03;[0.0, 10000.0[;[0.0, 25000.0[;*
26.38;[0.0, 10000.0[;[0.0, 25000.0[;*
27.63;[0.0, 10000.0[;[0.0, 25000.0[;*
28.0;[0.0, 10000.0[;[0.0, 25000.0[;*
28.44;[0.0, 10000.0[;[0.0, 25000.0[;*
34.47;[0.0, 10000.0[;[0.0, 25000.0[;*
34.5;[0.0, 10000.0[;[0.0, 25000.0[;*
35.6;[0.0, 10000.0[;[0.0, 25000.0[;*
36.5;[0.0, 10000.0[;[0.0, 25000.0[;*
37.0;[0.0, 10000.0[;[0.0, 25000.0[;*
39.81;[0.0, 10000.0[;[0.0, 25000.0[;*
42.0;[0.0, 10000.0[;[0.0, 25000.0[;*
46.92;[0.0, 10000.0[;[0.0, 25000.0[;*
48.0;[0.0, 10000.0[;[0.0, 25000.0[;*
51.0;[0.0, 10000.0[;[0.0, 25000.0[;*
54.0;[0.0, 10000.0[;[0.0, 25000.0[;*
54.75;[0.0, 10000.0[;[0.0, 25000.0[;*
56.0;[0.0, 10000.0[;[0.0, 25000.0[;*
56.25;[0.0, 10000.0[;[0.0, 25000.0[;*
57.76;[0.0, 10000.0[;[0.0, 25000.0[;*
61.0;[0.0, 10000.0[;[0.0, 25000.0[;*
62.0;[0.0, 10000.0[;[0.0, 25000.0[;*
63.0;[0.0, 10000.0[;[0.0, 25000.0[;*
65.53;[0.0, 10000.0[;[0.0, 25000.0[;*
68.0;[0.0, 10000.0[;[0.0, 25000.0[;*
69.0;[0.0, 10000.0[;[0.0, 25000.0[;*
69.06;[0.0, 10000.0[;[0.0, 25000.0[;*
71.0;[0.0, 10000.0[;[0.0, 25000.0[;*
79.0;[0.0, 10000.0[;[0.0, 25000.0[;*
80.0;[0.0, 10000.0[;[0.0, 25000.0[;*
80.31;[0.0, 10000.0[;[0.0, 25000.0[;*
80.81;[0.0, 10000.0[;[0.0, 25000.0[;*
85.58;[0.0, 10000.0[;[0.0, 25000.0[;*
86.0;[0.0, 10000.0[;[0.0, 25000.0[;*
87.0;[0.0, 10000.0[;[0.0, 25000.0[;*
93.75;[0.0, 10000.0[;[0.0, 25000.0[;*
94.0;[0.0, 10000.0[;[0.0, 25000.0[;*
94.25;[0.0, 10000.0[;[0.0, 25000.0[;*
95.0;[0.0, 10000.0[;[0.0, 25000.0[;*
95.65;[0.0, 10000.0[;[0.0, 25000.0[;*
98.5;[0.0, 10000.0[;[0.0, 25000.0[;*
99.75;[0.0, 10000.0[;[0.0, 25000.0[;*
100.0;[0.0, 10000.0[;[0.0, 25000.0[;*
100.85;[0.0, 10000.0[;[0.0, 25000.0[;*
101.0;[0.0, 10000.0[;[0.0, 25000.0[;*
102.0;[0.0, 10000.0[;[0.0, 25000.0[;*
110.5;[0.0, 10000.0[;[0.0, 25000.0[;*
115.0;[0.0, 10000.0[;[0.0, 25000.0[;*
116.3;[0.0, 10000.0[;[0.0, 25000.0[;*
117.0;[0.0, 10000.0[;[0.0, 25000.0[;*
119.2;[0.0, 10000.0[;[0.0, 25000.0[;*
121.0;[0.0, 10000.0[;[0.0, 25000.0[;*
125.42;[0.0, 10000.0[;[0.0, 25000.0[;*
127.36;[0.0, 10000.0[;[0.0, 25000.0[;*
128.24;[0.0, 10000.0[;[0.0, 25000.0[;*
128.43;[0.0, 10000.0[;[0.0, 25000.0[;*
134.75;[0.0, 10000.0[;[0.0, 25000.0[;*
136.5;[0.0, 10000.0[;[0.0, 25000.0[;*
137.84;[0.0, 10000.0[;[0.0, 25000.0[;*
140.5;[0.0, 10000.0[;[0.0, 25000.0[;*
142.59;[0.0, 10000.0[;[0.0, 25000.0[;*
142.7;[0.0, 10000.0[;[0.0, 25000.0[;*
144.05;[0.0, 10000.0[;[0.0, 25000.0[;*
144.75;[0.0, 10000.0[;[0.0, 25000.0[;*
145.03;[0.0, 10000.0[;[0.0, 25000.0[;*
146.62;[0.0, 10000.0[;[0.0, 25000.0[;*
147.0;[0.0, 10000.0[;[0.0, 25000.0[;*
148.03;[0.0, 10000.0[;[0.0, 25000.0[;*
149.5;[0.0, 10000.0[;[0.0, 25000.0[;*
