0.0;3144.03;9478.00;*
2.0;3144.03;9478.00;*
4.0;3144.03;9478.00;*
14.0;3144.03;9478.00;*
16.0;3144.03;9478.00;*
19.5;3144.03;9478.00;*
20.0;3144.03;9478.00;*
21.0;3144.03;9478.00;*
25.03;3144.03;9478.00;*
26.38;3144.03;9478.00;*
27.63;3144.03;9478.00;*
28.0;3144.03;9478.00;*
28.44;3144.03;9478.00;*
34.47;3144.03;9478.00;*
34.5;3144.03;9478.00;*
35.6;3144.03;9478.00;*
36.5;3144.03;9478.00;*
37.0;3144.03;9478.00;*
39.81;3144.03;9478.00;*
42.0;3144.03;9478.00;*
46.92;3144.03;9478.00;*
48.0;3144.03;9478.00;*
51.0;3144.03;9478.00;*
54.0;3144.03;9478.00;*
54.75;3144.03;9478.00;*
56.0;3144.03;9478.00;*
56.25;3144.03;9478.00;*
57.76;3144.03;9478.00;*
61.0;3144.03;9478.00;*
62.0;3144.03;9478.00;*
63.0;3144.03;9478.00;*
65.53;3144.03;9478.00;*
68.0;3144.03;9478.00;*
69.0;3144.03;9478.00;*
69.06;3144.03;9478.00;*
71.0;3144.03;9478.00;*
79.0;3144.03;9478.00;*
80.0;3144.03;9478.00;*
80.31;3144.03;9478.00;*
80.81;3144.03;9478.00;*
85.58;3144.03;9478.00;*
86.0;3144.03;9478.00;*
87.0;3144.03;9478.00;*
93.75;3144.03;9478.00;*
94.0;3144.03;9478.00;*
94.25;3144.03;9478.00;*
95.0;3144.03;9478.00;*
95.65;3144.03;9478.00;*
98.5;3144.03;9478.00;*
99.75;3144.03;9478.00;*
100.0;3144.03;9478.00;*
100.85;3144.03;9478.00;*
101.0;3144.03;9478.00;*
102.0;3144.03;9478.00;*
110.5;3144.03;9478.00;*
115.0;3144.03;9478.00;*
116.3;3144.03;9478.00;*
117.0;3144.03;9478.00;*
119.2;3144.03;9478.00;*
121.0;3144.03;9478.00;*
125.42;3144.03;9478.00;*
127.36;3144.03;9478.00;*
128.24;3144.03;9478.00;*
128.43;3144.03;9478.00;*
134.75;3144.03;9478.00;*
136.5;3144.03;9478.00;*
137.84;3144.03;9478.00;*
140.5;3144.03;9478.00;*
142.59;3144.03;9478.00;*
142.7;3144.03;9478.00;*
144.05;3144.03;9478.00;*
144.75;3144.03;9478.00;*
145.03;3144.03;9478.00;*
146.62;3144.03;9478.00;*
147.0;3144.03;9478.00;*
148.03;3144.03;9478.00;*
149.5;3144.03;9478.00;*
150.0;3144.03;9478.00;*
152.0;3144.03;9478.00;*
152.04;3144.03;9478.00;*
153.5;3144.03;9478.00;*
156.0;3144.03;9478.00;*
159.0;3144.03;9478.00;*
159.4;3144.03;9478.00;*
159.81;3144.03;9478.00;*
160.66;3144.03;9478.00;*
161.0;3144.03;9478.00;*
161.46;3144.03;9478.00;*
162.0;3144.03;9478.00;*
162.81;3144.03;9478.00;*
163.0;3144.03;9478.00;*
163.32;3144.03;9478.00;*
163.96;3144.03;9478.00;*
166.0;3144.03;9478.00;*
166.5;3144.03;9478.00;*
167.52;3144.03;9478.00;*
168.75;3144.03;9478.00;*
172.25;3144.03;9478.00;*
173.0;3144.03;9478.00;*
175.1;3144.03;9478.00;*
176.0;3144.03;9478.00;*
176.45;3144.03;9478.00;*
177.0;3144.03;9478.00;*
177.5;3144.03;9478.00;*
179.0;3144.03;9478.00;*
179.85;3144.03;9478.00;*
181.0;3144.03;9478.00;*
181.2;3144.03;9478.00;*
181.5;3144.03;9478.00;*
181.66;3144.03;9478.00;*
184.05;3144.03;9478.00;*
184.88;3144.03;9478.00;*
185.0;3144.03;9478.00;*
185.68;3144.03;9478.00;*
186.75;3144.03;9478.00;*
189.9;3144.03;9478.00;*
189.92;3144.03;9478.00;*
190.25;3144.03;9478.00;*
