0.0;4279.0;11580.36;*
69.06;4279.0;11580.36;*
172.25;4279.0;11580.36;*
203.5;4279.0;11580.36;*
245.65;4279.0;11580.36;*
304.52;4279.0;11580.36;*
309.27;4279.0;11580.36;*
337.0;4279.0;11580.36;*
341.0;4279.0;11580.36;*
402.0;4279.0;11580.36;*
403.0;4279.0;11580.36;*
449.1;4279.0;11580.36;*
454.0;4279.0;11580.36;*
468.89;4279.0;11580.36;*
482.0;4279.0;11580.36;*
524.0;4279.0;11580.36;*
529.4;4279.0;11580.36;*
552.75;4279.0;11580.36;*
562.5;4279.0;11580.36;*
568.0;4279.0;11580.36;*
572.7;4279.0;11580.36;*
579.0;4279.0;11580.36;*
581.7;4279.0;11580.36;*
587.03;4279.0;11580.36;*
601.81;4279.0;11580.36;*
602.25;4279.0;11580.36;*
606.0;4279.0;11580.36;*
609.45;4279.0;11580.36;*
615.14;4279.0;11580.36;*
630.41;4279.0;11580.36;*
633.6;4279.0;11580.36;*
633.88;4279.0;11580.36;*
636.98;4279.0;11580.36;*
642.81;4279.0;11580.36;*
643.0;4279.0;11580.36;*
652.23;4279.0;11580.36;*
655.45;4279.0;11580.36;*
665.8;4279.0;11580.36;*
675.25;4279.0;11580.36;*
677.45;4279.0;11580.36;*
680.31;4279.0;11580.36;*
682.75;4279.0;11580.36;*
689.0;4279.0;11580.36;*
700.05;4279.0;11580.36;*
707.0;4279.0;11580.36;*
707.45;4279.0;11580.36;*
717.9;4279.0;11580.36;*
720.0;4279.0;11580.36;*
721.85;4279.0;11580.36;*
730.0;4279.0;11580.36;*
732.14;4279.0;11580.36;*
741.16;4279.0;11580.36;*
744.89;4279.0;11580.36;*
746.0;4279.0;11580.36;*
746.7;4279.0;11580.36;*
746.74;4279.0;11580.36;*
750.0;4279.0;11580.36;*
752.55;4279.0;11580.36;*
756.8;4279.0;11580.36;*
761.0;4279.0;11580.36;*
761.03;4279.0;11580.36;*
763.59;4279.0;11580.36;*
764.64;4279.0;11580.36;*
769.63;4279.0;11580.36;*
773.0;4279.0;11580.36;*
774.37;4279.0;11580.36;*
778.71;4279.0;11580.36;*
790.15;4279.0;11580.36;*
791.89;4279.0;11580.36;*
791.93;4279.0;11580.36;*
794.25;4279.0;11580.36;*
799.65;4279.0;11580.36;*
800.0;4279.0;11580.36;*
803.11;4279.0;11580.36;*
811.34;4279.0;11580.36;*
812.34;4279.0;11580.36;*
813.15;4279.0;11580.36;*
814.79;4279.0;11580.36;*
814.95;4279.0;11580.36;*
815.25;4279.0;11580.36;*
816.0;4279.0;11580.36;*
819.55;4279.0;11580.36;*
820.88;4279.0;11580.36;*
821.37;4279.0;11580.36;*
822.88;4279.0;11580.36;*
825.52;4279.0;11580.36;*
