Monday;Weekday (Mon-Fri);*
Tuesday;Weekday (Mon-Fri);*
Wednesday;Weekday (Mon-Fri);*
Thursday;Weekday (Mon-Fri);*
Friday;Weekday (Mon-Fri);*
Saturday;Weekend (Sat-Sun);*
Sunday;Weekend (Sat-Sun);*
