0.0;*
0.02;*
0.03;*
0.04;*
0.6;*
3.0;*
4.0;*
4.7;*
5.0;*
8.0;*
9.0;*
10.0;*
11.0;*
13.0;*
14.6;*
16.0;*
17.0;*
20.0;*
20.1;*
21.0;*
23.0;*
24.0;*
25.0;*
26.0;*
30.0;*
31.0;*
32.0;*
34.0;*
35.0;*
38.0;*
39.0;*
40.0;*
42.0;*
45.0;*
48.0;*
50.0;*
51.0;*
53.0;*
54.0;*
56.0;*
56.2;*
58.5;*
59.0;*
60.0;*
61.0;*
62.0;*
64.0;*
68.0;*
69.0;*
70.0;*
71.0;*
72.0;*
74.0;*
75.0;*
76.0;*
78.0;*
79.0;*
80.0;*
83.5;*
90.0;*
91.0;*
93.0;*
96.0;*
97.0;*
99.0;*
101.0;*
101.5;*
103.6;*
104.0;*
107.0;*
108.7;*
109.0;*
112.0;*
113.0;*
114.0;*
115.0;*
116.0;*
118.0;*
120.0;*
121.0;*
124.0;*
124.5;*
127.0;*
128.0;*
132.0;*
133.0;*
135.0;*
136.0;*
138.0;*
138.4;*
140.0;*
144.0;*
14.65;*
148.0;*
149.0;*
153.0;*
154.0;*
155.0;*
155.3;*
160.0;*
161.0;*
163.0;*
164.5;*
165.5;*
166.0;*
168.5;*
171.0;*
172.0;*
174.1;*
177.0;*
179.0;*
184.0;*
185.0;*
187.0;*
190.0;*
191.0;*
192.0;*
195.0;*
196.0;*
197.0;*
198.0;*
199.0;*
200.0;*
202.0;*
202.5;*
206.5;*
210.0;*
215.3;*
217.0;*
220.5;*
221.0;*
222.0;*
223.0;*
225.0;*
226.0;*
226.5;*
226.8;*
231.0;*
232.0;*
233.0;*
234.0;*
235.0;*
236.0;*
24.15;*
247.0;*
248.0;*
248.5;*
24.85;*
249.0;*
256.0;*
261.0;*
27.05;*
271.0;*
272.0;*
276.5;*
280.0;*
293.0;*
294.0;*
294.5;*
296.0;*
298.0;*
299.0;*
303.0;*
303.2;*
307.0;*
309.0;*
311.0;*
312.5;*
319.0;*
323.0;*
332.0;*
333.0;*
336.0;*
340.0;*
358.0;*
372.0;*
389.0;*
395.0;*
398.0;*
400.0;*
401.0;*
404.9;*
442.0;*
445.0;*
466.0;*
483.0;*
486.5;*
497.0;*
498.0;*
499.0;*
500.0;*
502.0;*
509.0;*
512.5;*
518.0;*
519.0;*
527.0;*
540.0;*
549.0;*
560.0;*
582.0;*
592.0;*
596.0;*
603.0;*
651.0;*
672.0;*
680.0;*
694.5;*
769.5;*
802.0;*
807.0;*
895.5;*
92.05;*
995.0;*
999.1;*
1014.5;*
1015.0;*
1055.0;*
1059.0;*
1147.0;*
1202.0;*
1288.0;*
1292.0;*
1296.5;*
1338.0;*
1356.0;*
1396.0;*
1409.0;*
1447.0;*
146.35;*
1510.0;*
1553.5;*
1555.0;*
1584.0;*
1756.0;*
1772.5;*
1917.0;*
2087.5;*
2337.0;*
2339.0;*
236.95;*
2450.0;*
2466.5;*
254.39;*
2631.0;*
2672.0;*
274.14;*
2791.0;*
2817.5;*
2836.0;*
2885.0;*
2974.0;*
2980.0;*
299.85;*
2999.0;*
3016.5;*
3145.0;*
3169.0;*
3207.0;*
3217.5;*
3274.0;*
3304.0;*
3306.0;*
3429.0;*
344.84;*
3530.0;*
362.88;*
369.75;*
3965.2;*
4070.0;*
4101.0;*
4210.0;*
4328.0;*
4568.0;*
462.51;*
470.34;*
471.34;*
478.25;*
4853.0;*
5000.0;*
504.54;*
5068.0;*
509.24;*
511.38;*
5153.0;*
5293.0;*
542.04;*
5515.0;*
557.09;*
5683.1;*
5739.0;*
581.54;*
5850.0;*
6641.5;*
6938.0;*
714.49;*
7228.0;*
7234.0;*
7275.0;*
7288.3;*
7387.5;*
747.32;*
756.47;*
7609.3;*
7790.5;*
800.97;*
8135.0;*
8246.5;*
8332.0;*
8359.7;*
8502.0;*
8551.0;*
8609.0;*
8831.3;*
8895.0;*
9079.0;*
9200.7;*
922.99;*
9458.1;*
9625.0;*
9674.0;*
9815.0;*
9853.0;*
997.67;*
9996.0;*
10306.0;*
10460.0;*
10467.0;*
10553.0;*
10680.0;*
10763.0;*
11014.0;*
1124.17;*
1145.79;*
1153.37;*
11571.0;*
11684.0;*
1184.14;*
11919.5;*
11959.0;*
12061.3;*
1243.64;*
12931.0;*
1328.37;*
13394.4;*
13487.0;*
13674.5;*
13713.8;*
13919.8;*
1399.81;*
14116.9;*
1412.01;*
14149.2;*
14381.1;*
1527.04;*
1532.37;*
15606.0;*
15615.0;*
15880.5;*
17295.0;*
17313.4;*
17334.0;*
1738.13;*
17746.0;*
17810.9;*
17874.0;*
17876.4;*
