0.0;*
22.0;*
23.0;*
44.0;*
46.0;*
66.0;*
69.0;*
88.0;*
92.0;*
100.0;*
110.0;*
115.0;*
154.0;*
161.0;*
180.0;*
184.0;*
200.0;*
280.0;*
300.0;*
320.0;*
340.0;*
341.0;*
343.0;*
400.0;*
500.0;*
620.0;*
640.0;*
678.0;*
682.0;*
686.0;*
700.0;*
730.0;*
738.0;*
746.0;*
800.0;*
806.0;*
868.0;*
874.0;*
960.0;*
962.0;*
1023.0;*
1025.0;*
1050.0;*
1052.0;*
109.32;*
1120.0;*
1200.0;*
1236.0;*
1300.0;*
1325.0;*
1417.5;*
1440.0;*
1460.0;*
1493.0;*
1494.0;*
1538.0;*
1548.0;*
1600.0;*
1661.0;*
1700.0;*
1748.0;*
1757.0;*
1815.0;*
1881.0;*
1882.0;*
1898.0;*
1947.0;*
1966.0;*
2000.0;*
2013.0;*
2050.0;*
2051.0;*
2100.0;*
2101.0;*
2106.0;*
2190.0;*
2200.0;*
2239.0;*
2240.0;*
2241.0;*
2400.0;*
2407.0;*
2412.0;*
2472.0;*
2580.0;*
2600.0;*
2622.0;*
2650.0;*
2720.0;*
2756.0;*
2798.0;*
2800.0;*
2880.0;*
2900.0;*
2920.0;*
2925.0;*
2932.0;*
3075.0;*
3076.0;*
3078.0;*
3100.0;*
3125.0;*
3130.0;*
3150.0;*
3159.0;*
3200.0;*
3206.0;*
3301.0;*
3364.0;*
3420.0;*
3496.0;*
3600.0;*
3630.0;*
3638.0;*
3650.0;*
3708.0;*
3732.0;*
3735.0;*
3750.0;*
3764.0;*
3796.0;*
3800.0;*
3825.0;*
3900.0;*
3915.0;*
3950.0;*
3975.0;*
4000.0;*
4039.0;*
4069.0;*
4100.0;*
4140.0;*
4160.0;*
4175.0;*
4200.0;*
4202.0;*
4354.0;*
4370.0;*
4380.0;*
4398.0;*
4400.0;*
4479.0;*
4480.0;*
4614.0;*
4618.0;*
4638.0;*
4662.0;*
4800.0;*
4932.0;*
4944.0;*
4958.0;*
5000.0;*
5021.0;*
5110.0;*
5125.0;*
5168.0;*
5175.0;*
5200.0;*
5225.0;*
5244.0;*
5285.0;*
5300.0;*
5392.0;*
5440.0;*
5560.0;*
5600.0;*
5640.0;*
5646.0;*
5694.0;*
5800.0;*
5840.0;*
5883.0;*
5898.0;*
5900.0;*
5972.0;*
5979.0;*
6039.0;*
6118.0;*
6120.0;*
6122.0;*
6150.0;*
6152.0;*
6165.0;*
6250.0;*
6362.0;*
6404.0;*
6496.0;*
6570.0;*
6600.0;*
6622.0;*
6625.0;*
6718.0;*
6815.0;*
6840.0;*
6910.0;*
6992.0;*
7050.0;*
7175.0;*
7184.0;*
7300.0;*
7330.0;*
7525.0;*
7528.0;*
7592.0;*
7690.0;*
7800.0;*
7830.0;*
7844.0;*
7924.0;*
7950.0;*
8000.0;*
8034.0;*
8146.0;*
8200.0;*
8268.0;*
8312.0;*
8378.0;*
8400.0;*
8487.0;*
8550.0;*
8564.0;*
8652.0;*
8700.0;*
8796.0;*
9228.0;*
9405.0;*
9490.0;*
9520.0;*
9570.0;*
9600.0;*
9715.0;*
9888.0;*
9916.0;*
10250.0;*
10400.0;*
10600.0;*
10604.0;*
10710.0;*
10750.0;*
10766.0;*
10876.0;*
11000.0;*
11110.0;*
11247.0;*
11475.0;*
11600.0;*
11728.0;*
11989.0;*
12138.0;*
12142.0;*
12304.0;*
12360.0;*
1248.25;*
12724.0;*
12929.0;*
12992.0;*
13005.0;*
13090.0;*
13140.0;*
13250.0;*
13348.0;*
13590.0;*
13596.0;*
13727.0;*
13808.0;*
13842.0;*
14000.0;*
14030.0;*
14066.0;*
14911.0;*
15120.0;*
15130.0;*
15218.0;*
15330.0;*
15590.0;*
15660.0;*
15732.0;*
16400.0;*
16594.0;*
17220.0;*
17400.0;*
17639.0;*
17996.0;*
19352.0;*
20064.0;*
20335.0;*
21388.0;*
21463.0;*
21525.0;*
21532.0;*
21923.0;*
22638.0;*
23114.0;*
23184.0;*
23545.0;*
24765.0;*
25080.0;*
25234.0;*
25600.0;*
25775.0;*
25956.0;*
26013.0;*
26146.0;*
26355.0;*
26381.0;*
26416.0;*
26656.0;*
27600.0;*
27859.0;*
28067.0;*
28224.0;*
29200.0;*
29718.0;*
29794.0;*
30274.0;*
30368.0;*
30969.0;*
30980.0;*
31160.0;*
34671.0;*
34791.0;*
34952.0;*
35714.0;*
35739.0;*
36322.0;*
36621.0;*
37973.0;*
38052.0;*
38148.0;*
38456.0;*
39200.0;*
40128.0;*
41020.0;*
41250.0;*
41616.0;*
42471.0;*
45300.0;*
45401.0;*
46627.0;*
46701.0;*
48912.0;*
49304.0;*
49704.0;*
50531.0;*
51207.0;*
52280.0;*
52501.0;*
52920.0;*
54129.0;*
54747.0;*
55764.0;*
55860.0;*
56786.0;*
57785.0;*
57846.0;*
58554.0;*
58557.0;*
58800.0;*
58862.0;*
61807.0;*
64392.0;*
65560.0;*
66435.0;*
67353.0;*
67691.0;*
68313.0;*
68728.0;*
70000.0;*
70068.0;*
70380.0;*
70560.0;*
71334.0;*
72721.0;*
74565.0;*
76448.0;*
77018.0;*
77021.0;*
77616.0;*
78048.0;*
78072.0;*
78603.0;*
81144.0;*
87502.0;*
91084.0;*
94337.0;*
95718.0;*
97536.0;*
98271.0;*
98528.0;*
100282.0;*
101652.0;*
102524.0;*
105958.0;*
106420.0;*
108859.0;*
109368.0;*
136469.0;*
138989.0;*
144440.0;*
146974.0;*
147364.0;*
148160.0;*
156144.0;*
159716.0;*
161721.0;*
177576.0;*
207958.0;*
209649.0;*
213888.0;*
218748.0;*
227621.0;*
227710.0;*
284863.0;*
338688.0;*
412751.0;*
